Department,Date,Code,Expense Type,P.O. No.,Vendor Name,Invoice No.,Invoice Date,From Date,To Date,Base Amount,CGST/ SGST,IGST/ UGST,Total Amount,TDS,Other Charges Deducted,Hand over to F&A,Payment Date,Additional Remarks,FY24 Impact,Invoice Category,Invoice Received from Vendor,GRN Raised,Approved by Checker,Invoice raised by Accounts,Checker Approval,Approvers Approval,Moved to Accounts bucket to Payment Made,Direct Invoice Raised,Approved by Checker,Approved by Approver,Moved to Accounts bucket for Payment,Payment Date,"Payment Terms
(Days)"
Application,May-23,CITAEM,Capex,XYZCL|XYZ|2023-24|1408,XYZ A PVT. LTD,2023-2024/071,08-Jun-23,01-May-23,31-May-23,"2,70,000","48,600",-,"3,18,600","27,000",-,-,23-Jun-23,GRN Raised,"2,70,000",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,20-Jun-23,20-Jun-23,NA,NA,NA,NA,23-Jun-23,30
Application,Apr-23,CITAEM,Capex,XYZCL|XYZ|2023-24|1408,XYZ A PVT. LTD,2023-2024/070,08-Jun-23,01-Apr-23,30-Apr-23,"2,70,000","48,600",-,"3,18,600","27,000",-,-,22-Jun-23,GRN Raised,"2,70,000",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,20-Jun-23,20-Jun-23,NA,NA,NA,NA,22-Jun-23,30
Application,May-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52400976,07-Jun-23,01-May-23,31-May-23,"2,64,273","47,569",-,"3,11,842","26,427",-,-,19-Jun-23,GRN Raised,"2,64,273",PO Based,09-Jun-23,9-Jun-23,13-Jun-23,13-Jun-23,14-Jun-23,14-Jun-23,14-Jun-23,NA,NA,NA,NA,19-Jun-23,30
Application,May-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52400978,07-Jun-23,01-May-23,31-May-23,"3,23,000","58,140",-,"3,81,140","32,300",-,-,19-Jun-23,GRN Raised,"3,23,000",PO Based,09-Jun-23,9-Jun-23,13-Jun-23,13-Jun-23,14-Jun-23,14-Jun-23,14-Jun-23,NA,NA,NA,NA,19-Jun-23,30
Application,May-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52400977,07-Jun-23,01-May-23,31-May-23,"3,23,000","58,140",-,"3,81,140","32,300",-,-,19-Jun-23,GRN Raised,"3,23,000",PO Based,09-Jun-23,9-Jun-23,13-Jun-23,13-Jun-23,14-Jun-23,14-Jun-23,14-Jun-23,NA,NA,NA,NA,19-Jun-23,30
Application,May-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52400975,07-Jun-23,01-May-23,31-May-23,"3,23,000","58,140",-,"3,81,140",-,-,-,28-Jun-23,GRN Raised,"3,23,000",PO Based,09-Jun-23,9-Jun-23,13-Jun-23,13-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,NA,NA,NA,NA,28-Jun-23,30
Application,May-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52400979,07-Jun-23,01-May-23,31-May-23,"1,07,955","19,432",-,"1,27,386","10,796",-,-,19-Jun-23,GRN Raised,"1,07,955",PO Based,09-Jun-23,9-Jun-23,13-Jun-23,13-Jun-23,14-Jun-23,14-Jun-23,14-Jun-23,NA,NA,NA,NA,19-Jun-23,30
Application,Apr-23,AMSDHC,Opex,XYZCL|XYZ|2023-24|1282,XYZ TE LIMITED,CU/SW/23-24/0136,09-Jun-23,01-Apr-23,30-Apr-23,"1,09,251","19,665",-,"1,28,916",-,-,-,12-Jul-23,GRN Raised,"1,09,251",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,26-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,12-Jul-23,30
Application,Apr-23,AMSGPA,Opex,XYZCL|XYZ|2023-24|1283,XYZ TE LIMITED,CU/SW/23-24/0137,09-Jun-23,01-Apr-23,30-Apr-23,"67,563","12,161",-,"79,724",-,-,-,27-Jun-23,GRN Raised,"67,563",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,20-Jun-23,20-Jun-23,22-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,Apr-23,AMSDHC,Opex,XYZCL|XYZ|2023-24|1284,XYZ TE LIMITED,CU/SW/23-24/0129,09-Jun-23,01-Apr-23,30-Apr-23,"2,91,816","52,527",-,"3,44,343",-,-,-,27-Jun-23,GRN Raised,"2,91,816",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,20-Jun-23,20-Jun-23,22-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,Apr-23,AMSPIS,Opex,XYZCL|XYZ|2023-24|1285,XYZ TE LIMITED,CU/SW/23-24/0127,06-Jun-23,01-Apr-23,30-Apr-23,"41,688","7,504",-,"49,192",-,-,-,27-Jun-23,GRN Raised,"41,688",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,20-Jun-23,20-Jun-23,22-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,Apr-23,DIGSUP-Wesite,Opex,XYZCL|XYZ|2023-24|1280,XYZ TE LIMITED,CU/SW/23-24/0126,06-Jun-23,01-Apr-23,30-Apr-23,"83,376","15,008",-,"98,384",-,-,-,27-Jun-23,GRN Raised,"83,376",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,20-Jun-23,20-Jun-23,22-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,Apr-23,AMSING,Opex,XYZCL|XYZ|2023-24|1286,XYZ TE LIMITED,CU/SW/23-24/0128,06-Jun-23,01-Apr-23,30-Apr-23,"41,688","7,504",-,"49,192",-,-,-,27-Jun-23,GRN Raised,"41,688",PO Based,09-Jun-23,9-Jun-23,12-Jun-23,12-Jun-23,20-Jun-23,20-Jun-23,22-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,Apr-23,AMSSSA,Opex,XYZCL|XYZ|2023-24|1288,XYZ TE LIMITED,CU/SW/23-24/0143,13-Jun-23,01-Apr-23,30-Apr-23,"41,688","7,504",-,"49,192",-,-,-,27-Jun-23,GRN Raised,"41,688",PO Based,13-Jun-23,13-Jun-23,20-Jun-23,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,Apr-23,AMSPTP,Opex,XYZCL|XYZ|2023-24|1287,XYZ TE LIMITED,CU/SW/23-24/0142,13-Jun-23,01-Apr-23,30-Apr-23,"20,000","3,600",-,"23,600",-,-,-,27-Jun-23,GRN Raised,"20,000",PO Based,13-Jun-23,13-Jun-23,20-Jun-23,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,May-23,CITTAS,Capex,XYZCL|XYZ|2023-24|1132,XYZ iS Limited,1Z52401000,09-Jun-23,01-May-23,31-May-23,"1,25,000","22,500",-,"1,47,500",-,-,-,27-Jun-23,GRN Raised,"1,25,000",PO Based,13-Jun-23,13-Jun-23,13-Jun-23,13-Jun-23,13-Jun-23,22-Jun-23,22-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,May-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1272,XYZ iS Limited,1Z52401003,09-Jun-23,01-May-23,31-May-23,"1,33,864","24,095",-,"1,57,959","13,386",-,-,21-Jun-23,GRN Raised,"1,33,864",PO Based,14-Jun-23,14-Jun-23,16-Jun-23,16-Jun-23,17-Jun-23,19-Jun-23,19-Jun-23,NA,NA,NA,NA,21-Jun-23,30
Application,May-23,CITGPA,Capex,XYZCL|XYZ|2023-24|1135,XYZ iS Limited,1Z52401004,09-Jun-23,01-May-23,31-May-23,"1,69,000","30,420",-,"1,99,420","16,900",-,-,21-Jun-23,GRN Raised,"1,69,000",PO Based,14-Jun-23,14-Jun-23,16-Jun-23,16-Jun-23,17-Jun-23,19-Jun-23,19-Jun-23,NA,NA,NA,NA,21-Jun-23,30
Application,May-23,CITDPI,Capex,XYZCL|XYZ|2023-24|1134,XYZ iS Limited,1Z52401002,09-Jun-23,01-May-23,31-May-23,"91,591","16,486",-,"1,08,077","9,159",-,-,21-Jun-23,GRN Raised,"91,591",PO Based,14-Jun-23,14-Jun-23,16-Jun-23,16-Jun-23,17-Jun-23,19-Jun-23,19-Jun-23,NA,NA,NA,NA,21-Jun-23,30
Application,May-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1054,XYZ iS Limited,1Z52401001,09-Jun-23,01-May-23,31-May-23,"1,19,000","21,420",-,"1,40,420","11,900",-,-,21-Jun-23,GRN Raised,"1,19,000",PO Based,14-Jun-23,14-Jun-23,16-Jun-23,16-Jun-23,17-Jun-23,19-Jun-23,19-Jun-23,NA,NA,NA,NA,21-Jun-23,30
Application,May-23,CITNAS,Capex,XYZCL|XYZ|2022-23|2725,XYZ s Pvt. Ltd,MSPL/0122/2324,12-Jun-23,01-May-23,31-May-23,"1,47,938","26,629",-,"1,74,567",-,-,-,6-Jul-23,GRN Raised,"1,47,938",PO Based,16-Jun-23,16-Jun-23,20-Jun-23,21-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,NA,NA,NA,NA,6-Jul-23,30
Application,May-23,CITNAS,Capex,XYZCL|XYZ|2022-23|2393,XYZ s Pvt. Ltd,MSPL/0123/2324,12-Jun-23,01-May-23,31-May-23,"35,000","6,300",-,"41,300",-,-,-,6-Jul-23,GRN Raised,"35,000",PO Based,16-Jun-23,16-Jun-23,20-Jun-23,21-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,NA,NA,NA,NA,6-Jul-23,30
Application,May-23,DIGAAM,Opex,XYZCL|XYZ|2022-23|1975,XYZ s Pvt. Ltd,MSPL/0124/2324,12-Jun-23,01-May-23,31-May-23,"40,067","7,212",-,"47,278",-,-,-,7-Jul-23,GRN Raised,"40,067",PO Based,16-Jun-23,16-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,29-Jun-23,29-Jun-23,NA,NA,NA,NA,7-Jul-23,30
Application,May-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1271,XYZ e Himalaya,195,07-Jun-23,01-May-23,31-May-23,"87,400",-,-,"87,400",-,-,-,8-Aug-23,GRN Raised,"87,400",PO Based,20-Jun-23,20-Jun-23,21-Jun-23,21-Jun-23,8-Aug-23,8-Aug-23,8-Aug-23,NA,NA,NA,NA,8-Aug-23,30
Application,May-23,ITAHML,Opex,XYZCL|XYZ|2022-23|2443,XYZ e Himalaya,196,07-Jun-23,01-May-23,31-May-23,"2,07,000",-,-,"2,07,000",-,-,-,8-Aug-23,GRN Raised,"2,07,000",PO Based,20-Jun-23,20-Jun-23,28-Jun-23,28-Jun-23,8-Aug-23,8-Aug-23,8-Aug-23,NA,NA,NA,NA,8-Aug-23,30
Application,May-23,CITTAS,Capex,XYZCL|XYZ|2023-24|1117,XYZ NSEIT,INV/23-24/000684,14-Jun-23,01-May-23,31-May-23,"1,14,545","20,618",-,"1,35,163",-,-,-,27-Jun-23,GRN Raised,"1,14,545",PO Based,20-Jun-23,20-Jun-23,20-Jun-23,20-Jun-23,20-Jun-23,22-Jun-23,22-Jun-23,NA,NA,NA,NA,27-Jun-23,30
Application,Apr-23,AMSSAM-SAMS,Opex,XYZCL|XYZ|2023-24|1281,XYZ TE LIMITED,CU/SW/23-24/0145,13-Jun-23,01-Apr-23,30-Apr-23,"2,64,024","47,524",-,"3,11,548",-,-,-,5-Jul-23,GRN Raised,"2,64,024",PO Based,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,Apr-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1279,XYZ TE LIMITED,CU/SW/23-24/0144,13-Jun-23,01-Apr-23,30-Apr-23,"60,000","10,800",-,"70,800",-,-,-,4-Jul-23,GRN Raised,"60,000",PO Based,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,24-Jun-23,26-Jun-23,26-Jun-23,NA,NA,NA,NA,4-Jul-23,30
Application,May-23,AMSING,Opex,XYZCL|XYZ|2023-24|1286,XYZ TE LIMITED,CU/SW/23-24/0190,21-Jun-23,01-May-23,31-May-23,"41,688","7,504",-,"49,192",-,-,-,7-Jul-23,GRN Raised,"41,688",PO Based,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,7-Jul-23,30
Application,May-23,DIGSUP-Wesite,Opex,XYZCL|XYZ|2023-24|1280,XYZ TE LIMITED,CU/SW/23-24/0188,21-Jun-23,01-May-23,31-May-23,"83,376","15,008",-,"98,384",-,-,-,5-Jul-23,GRN Raised,"83,376",PO Based,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,May-23,AMSPIS,Opex,XYZCL|XYZ|2023-24|1285,XYZ TE LIMITED,CU/SW/23-24/0189,21-Jun-23,01-May-23,31-May-23,"41,688","7,504",-,"49,192",-,-,-,5-Jul-23,GRN Raised,"41,688",PO Based,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,May-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1279,XYZ TE LIMITED,CU/SW/23-24/0191,21-Jun-23,01-May-23,31-May-23,"60,000","10,800",-,"70,800",-,-,-,4-Jul-23,GRN Raised,"60,000",PO Based,21-Jun-23,21-Jun-23,22-Jun-23,22-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,4-Jul-23,30
Application,May-23,CITING,Capex,XYZCL|XYZ|2023-24|1476,XYZ ia Pvt Ltd,23I2KA4I000667,30-May-23,30-May-23,30-May-23,"11,00,000",-,"1,98,000","12,98,000",-,-,-,10-Jul-23,GRN Raised,"11,00,000",PO Based,22-Jun-23,22-Jun-23,30-Jun-23,30-Jun-23,6-Jul-23,6-Jul-23,6-Jul-23,NA,NA,NA,NA,10-Jul-23,30
Application,May-23,CITIDH,Capex,XYZCL|XYZ|2023-24|1136,XYZ ia Pvt Ltd,23I2KA4I000851,21-Jun-23,01-May-23,31-May-23,"1,75,750",-,"31,635","2,07,385",-,-,-,6-Jul-23,GRN Raised,"1,75,750",PO Based,22-Jun-23,22-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,6-Jul-23,30
Application,May-23,CITIDH,Capex,XYZCL|XYZ|2023-24|1136,XYZ ia Pvt Ltd,23I2KA4I000850,21-Jun-23,01-May-23,31-May-23,"1,81,364",-,"32,646","2,14,010",-,-,-,6-Jul-23,GRN Raised,"1,81,364",PO Based,22-Jun-23,22-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,6-Jul-23,30
Application,May-23,CITIDH,Capex,XYZCL|XYZ|2023-24|1136,XYZ ia Pvt Ltd,23I2KA4I000852,21-Jun-23,01-May-23,31-May-23,"1,81,364",-,"32,646","2,14,010",-,-,-,6-Jul-23,GRN Raised,"1,81,364",PO Based,22-Jun-23,22-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,6-Jul-23,30
Application,Apr-23,CITAIM,Capex,XYZCL|XYZ|2022-23|1819,XYZ h Pvt. Ltd,2324-04-003,10-Apr-23,10-Apr-23,10-Apr-23,"17,70,750","3,18,735","30,197","21,19,682",-,-,-,19-Jul-23,GRN Raised,"17,70,750",PO Based,22-Jun-23,22-Jun-23,22-Jun-23,22-Jun-23,24-Jun-23,28-Jun-23,28-Jun-23,NA,NA,NA,NA,19-Jul-23,30
Application,Apr-23,CITAIM,Capex,XYZCL|XYZ|2022-23|1820,XYZ h Pvt. Ltd,2324-04-004,10-Apr-23,10-Apr-23,10-Apr-23,"8,25,000","1,48,500","36,082","10,09,582",-,-,-,5-Jul-23,GRN Raised,"8,25,000",PO Based,22-Jun-23,22-Jun-23,22-Jun-23,22-Jun-23,26-Jun-23,26-Jun-23,26-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,Apr-23,CITAIM,Capex,XYZCL|XYZ|2022-23|1819,XYZ h Pvt. Ltd,2324-04-005,10-Apr-23,10-Apr-23,10-Apr-23,"23,61,000","4,24,980","34,364","28,20,344",-,-,-,19-Jul-23,GRN Raised,"23,61,000",PO Based,22-Jun-23,22-Jun-23,22-Jun-23,22-Jun-23,26-Jun-23,26-Jun-23,26-Jun-23,NA,NA,NA,NA,19-Jul-23,30
Application,Apr-23,CITAIM,Capex,XYZCL|XYZ|2022-23|1820,XYZ h Pvt. Ltd,2324-04-006,10-Apr-23,10-Apr-23,10-Apr-23,"11,00,000","1,98,000",-,"12,98,000",-,-,-,5-Jul-23,GRN Raised,"11,00,000",PO Based,22-Jun-23,22-Jun-23,22-Jun-23,22-Jun-23,26-Jun-23,26-Jun-23,26-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,May-23,CITDEW,Capex,XYZC|XYZ|2023-24|1399,XYZ es Pvt Ltd,0054/6/FY2324,21-Jun-23,01-May-23,31-May-23,"46,957","8,452",-,"55,409",-,-,-,18-Jul-23,GRN Raised,"46,957",PO Based,22-Jun-23,22-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,8-Jul-23,8-Jul-23,NA,NA,NA,NA,18-Jul-23,30
Application,May-23,CITDEW,Capex,XYZC|XYZ|2023-24|1399,XYZ es Pvt Ltd,0053/6/FY2324,21-Jun-23,01-May-23,31-May-23,"1,71,000","30,780",-,"2,01,780",-,-,-,18-Jul-23,GRN Raised,"1,71,000",PO Based,22-Jun-23,22-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,3-Jul-23,3-Jul-23,NA,NA,NA,NA,18-Jul-23,30
Application,May-23,AMSDHC,Opex,XYZCL|XYZ|2023-24|1282,XYZ TE LIMITED,CU/SW/23-24/0193,21-Jun-23,01-May-23,31-May-23,"1,01,234","18,222",-,"1,19,456",-,-,-,12-Jul-23,GRN Raised,"1,01,234",PO Based,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,29-Jun-23,29-Jun-23,29-Jun-23,NA,NA,NA,NA,12-Jul-23,30
Application,May-23,AMSGPA,Opex,XYZCL|XYZ|2023-24|1283,XYZ TE LIMITED,CU/SW/23-24/0194,21-Jun-23,01-May-23,31-May-23,"67,563","12,161",-,"79,724",-,-,-,12-Jul-23,GRN Raised,"67,563",PO Based,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,12-Jul-23,30
Application,May-23,AMSSAM-AOB,Opex,XYZCL|XYZ|2023-24|1281,XYZ TE LIMITED,CU/SW/23-24/0195,21-Jun-23,01-May-23,31-May-23,"2,50,128","45,023",-,"2,95,151",-,-,-,5-Jul-23,GRN Raised,"2,50,128",PO Based,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,May-23,AMSDHC,Opex,XYZCL|XYZ|2023-24|1284,XYZ TE LIMITED,CU/SW/23-24/0192,21-Jun-23,01-May-23,31-May-23,"2,91,816","52,527",-,"3,44,343",-,-,-,5-Jul-23,GRN Raised,"2,91,816",PO Based,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,May-23,DIGDMA,Opex,XYZCL|XYZ|2023-24|1500,XYZ Young LLP,IN91MH3M019279,21-Jun-23,01-May-23,31-May-23,"11,35,500","2,04,390",-,"13,39,890",-,-,-,6-Jul-23,GRN Raised,"11,35,500",PO Based,27-Jun-23,27-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,28-Jun-23,28-Jun-23,NA,NA,NA,NA,6-Jul-23,30
Application,May-23,DIGDMA,Opex,XYZCL|XYZ|2023-24|1500,XYZ Young LLP,IN91MH3M019280,21-Jun-23,01-May-23,31-May-23,"15,14,000","2,72,520",-,"17,86,520",-,-,-,6-Jul-23,GRN Raised,"15,14,000",PO Based,27-Jun-23,27-Jun-23,23-Jun-23,23-Jun-23,27-Jun-23,28-Jun-23,28-Jun-23,NA,NA,NA,NA,6-Jul-23,30
Application,May-23,CITASD,Capex,XYZCL|XYZ|2023-24|1510,XYZ te Limited,INV-000047,19-Jun-23,01-May-23,31-May-23,"16,80,000","3,02,400",-,"19,82,400",-,-,-,5-Jul-23,GRN Raised,"16,80,000",PO Based,28-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,NA,NA,NA,NA,5-Jul-23,30
Application,May-23,ITACCS,Opex,XYZCL|XYZ|2022-23|2731,XYZ es Limited,87/2023-24,26-Jun-23,01-May-23,31-May-23,"1,35,000","24,300",-,"1,59,300","13,500",-,-,10-Jul-23,GRN Raised,"1,35,000",PO Based,28-May-23,28-May-23,29-Jun-23,29-Jun-23,29-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,10-Jul-23,30
Application,Jan-23,DIGCM9,Opex,XYZCL|XYZ|2023-24|1413,XYZ e limited,2023-24/027,27-Jun-23,01-Jan-23,31-Dec-23,"1,16,400","20,952",-,"1,37,352","11,640",-,-,22-Aug-23,GRN Raised,"1,16,400",PO Based,28-Jun-23,28-Jun-23,28-Jun-23,28-Jun-23,29-Jun-23,17-Aug-23,17-Aug-23,NA,NA,NA,NA,22-Aug-23,30
Application,May-23,AMSSSA,Opex,XYZCL|XYZ|2023-24|1288,XYZ TE LIMITED,CU/SW/23-24/0217,03-Jul-23,01-May-23,31-May-23,"41,688","7,504",-,"49,192",-,-,-,13-Jul-23,GRN Raised,"41,688",PO Based,03-Jun-23,3-Jun-23,6-Jul-23,6-Jul-23,10-Jul-23,10-Jul-23,10-Jul-23,NA,NA,NA,NA,13-Jul-23,30
Application,May-23,AMSPTP,Opex,XYZCL|XYZ|2023-24|1287,XYZ TE LIMITED,CU/SW/23-24/0216,03-Jul-23,01-May-23,31-May-23,"20,000","3,600",-,"23,600",-,-,-,13-Jul-23,GRN Raised,"20,000",PO Based,03-Jun-23,3-Jun-23,6-Jul-23,6-Jul-23,10-Jul-23,10-Jul-23,10-Jul-23,NA,NA,NA,NA,13-Jul-23,30
Application,Jun-23,ITADAC,Opex,XYZCL|XYZ|2023-24|1517,XYZ te Limited,WE/23-24/06/1196,27-Jun-23,27-Jun-23,27-Jun-23,"2,70,000","48,600",-,"3,18,600",-,-,-,24-Jul-23,GRN Raised,"2,70,000",PO Based,03-Jun-23,3-Jun-23,18-Jul-23,18-Jul-23,18-Jul-23,19-Jul-23,19-Jul-23,NA,NA,NA,NA,24-Jul-23,30
Application,Jun-23,DIGFAR,Opex,XYZCL|XYZ|2023-24|1275,XYZ MS PVT LTD,2023-24/1084,30-Jun-23,01-Jun-23,30-Jun-23,"25,000","4,500",-,"29,500",-,-,-,17-Jul-23,GRN Raised,"25,000",PO Based,03-Jul-23,3-Jul-23,3-Jul-23,4-Jul-23,9-Jul-23,12-Jul-23,12-Jul-23,NA,NA,NA,NA,17-Jul-23,30
Application,Jun-23,CITQTW,Capex,XYZCL|XYZ|2023-24|1105,XYZ es Pvt Ltd,GTEN-23-24/038,01-Jul-23,01-Jun-23,30-Jun-23,"66,000","11,880",-,"77,880",-,-,-,13-Jul-23,GRN Raised,"66,000",PO Based,03-Jul-23,3-Jul-23,3-Jul-23,3-Jul-23,4-Jul-23,5-Jul-23,5-Jul-23,NA,NA,NA,NA,13-Jul-23,30
Application,Jun-23,CITATD,Capex,XYZCL|XYZ|2023-24|1125,XYZ es Pvt Ltd,GTEN-23-24/039,01-Jul-23,01-Jun-23,30-Jun-23,"3,16,000","56,880",-,"3,72,880",-,-,-,13-Jul-23,GRN Raised,"3,16,000",PO Based,03-Jul-23,3-Jul-23,3-Jul-23,3-Jul-23,4-Jul-23,5-Jul-23,5-Jul-23,NA,NA,NA,NA,13-Jul-23,30
Application,Jun-23,CITDDA,Capex,XYZCL|XYZ|2022-23|2437,XYZ Pvt. Ltd.,ISPLHO/2324-0033,30-Jun-23,01-Jun-23,30-Jun-23,"5,32,400","95,832",-,"6,28,232",-,-,-,21-Jul-23,GRN Raised,"5,32,400",PO Based,03-Jun-23,3-Jun-23,5-Jul-23,5-Jul-23,21-Jul-23,21-Jul-23,21-Jul-23,NA,NA,NA,NA,21-Jul-23,30
Application,Jun-23,CITDDA,Capex,XYZCL|XYZ|2022-23|2348,XYZ Pvt. Ltd.,ISPLHO/2324-0032,30-Jun-23,01-Jun-23,30-Jun-23,"5,32,400","95,832",-,"6,28,232",-,-,-,21-Jul-23,GRN Raised,"5,32,400",PO Based,03-Jun-23,3-Jun-23,5-Jul-23,5-Jul-23,21-Jul-23,21-Jul-23,21-Jul-23,NA,NA,NA,NA,21-Jul-23,30
Application,Jun-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1271,XYZ e Himalaya,212,30-Jun-23,01-Jun-23,30-Jun-23,"1,01,200",-,-,"1,01,200",-,-,-,8-Aug-23,GRN Raised,"1,01,200",PO Based,03-Jul-23,3-Jul-23,3-Jul-23,4-Jul-23,8-Aug-23,8-Aug-23,8-Aug-23,NA,NA,NA,NA,8-Aug-23,30
Application,Sep-23,CITDEW,Capex,XYZCL|XYZ|2023-24|1087,XYZ es Pvt Ltd,0130/10/FY2324,06-Oct-23,01-Sep-23,30-Sep-23,"72,381","13,029",-,"85,409",-,-,-,,GRN Raised,"72,381",PO Based,23-Oct-23,23-Oct-23,23-Oct-23,27-Oct-23,27-Oct-23,27-Oct-23,6-Nov-23,NA,NA,NA,NA,-,30
Application,Jun-23,AMSPTP,Opex,XYZCL|XYZ|2023-24|1287,XYZ TE LIMITED,CU/SW/23-24/0228,05-Jul-23,01-Jun-23,30-Jun-23,"20,000","3,600",-,"1,05,800",-,-,-,13-Jul-23,GRN Raised,"20,000",PO Based,06-Jul-23,6-Jul-23,6-Jul-23,6-Jul-23,10-Jul-23,10-Jul-23,10-Jul-23,NA,NA,NA,NA,13-Jul-23,30
Application,Jun-23,AMSSSA,Opex,XYZCL|XYZ|2023-24|1288,XYZ TE LIMITED,CU/SW/23-24/0229,05-Jul-23,01-Jun-23,30-Jun-23,"41,688","7,504",-,"1,93,200",-,-,-,13-Jul-23,GRN Raised,"41,688",PO Based,06-Jul-23,6-Jul-23,6-Jul-23,6-Jul-23,10-Jul-23,10-Jul-23,10-Jul-23,NA,NA,NA,NA,13-Jul-23,30
Application,Jun-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1279,XYZ TE LIMITED,CU/SW/23-24/0230,05-Jul-23,01-Jun-23,30-Jun-23,"60,000","10,800",-,"1,05,800",-,-,-,24-Jul-23,GRN Raised,"60,000",PO Based,06-Jul-23,6-Jul-23,12-Jul-23,12-Jul-23,18-Jul-23,18-Jul-23,18-Jul-23,NA,NA,NA,NA,24-Jul-23,30
Application,Jul-23,ITATIM,Opex,XYZCL|XYZ|2023-24|1111,XYZ Pvt. Ltd.,HL/IN/23-24/0053,01-Jul-23,01-Jul-23,30-Sep-23,"26,70,459","4,80,683",-,"31,51,142",-,-,-,28-Jul-23,GRN Raised,"26,70,459",PO Based,06-Jul-23,6-Jul-23,20-Jul-23,20-Jul-23,24-Jul-23,24-Jul-23,24-Jul-23,NA,NA,NA,NA,28-Jul-23,30
